text,document_type,source_file,contract_id,buyer,value,category
"
    CONTRACT AGREEMENT
    
    TITLE: C o of Water Treatment Plant in WSS Baggi in GP Sehli Tehsil Sadar Distt Mandi HP. SH CO Sedimentation Tank 8000 Lit Cap, C O Slow Sand Filter Bed 19.60 Sqm Cap, C O R wall to protect the treatment unit and L,J and T of GI pipes 25mm dia 550 Rmt.
    CONTRACT ID: 2017_HPIPH_16514_2
    EFFECTIVE DATE: 2017-05-23T18:15:00Z
    
    PARTIES:
    This Agreement is made between:
    
    BUYER: HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP
    (hereinafter referred to as ""the Buyer"")
    
    AND
    
    CONTRACTOR: [Contractor Name]
    (hereinafter referred to as ""the Contractor"")
    
    ARTICLE I: RECITALS
    C o of Water Treatment Plant in WSS Baggi in GP Sehli Tehsil Sadar Distt Mandi HP. SH CO Sedimentation Tank 8000 Lit Cap, C O Slow Sand Filter Bed 19.60 Sqm Cap, C O R wall to protect the treatment unit and L,J and T of GI pipes 25mm dia 550 Rmt.
    
    ARTICLE II: TERM
    This Agreement shall be effective as of the date first written above
    and shall continue for a period of 5 years,
    unless terminated earlier in accordance with the provisions herein.
    
    ARTICLE III: COMPENSATION
    The total contract value shall not exceed $823,595.00
    payable in accordance with the payment schedule attached hereto as Exhibit A.
    
    ARTICLE IV: SCOPE OF WORK
    The Contractor shall perform all work in accordance with the
    works category and itemRate contract type.
    
    ARTICLE V: GOVERNING LAW
    This Agreement shall be governed by and construed in accordance
    with the laws of the applicable jurisdiction.
    
    IN WITNESS WHEREOF, the parties have executed this Agreement
    as of the Effective Date.
    
    FOR THE BUYER:
    ___________________________
    Name: HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP
    Title: Procurement Manager
    
    FOR THE CONTRACTOR:
    ___________________________
    Name: [Contractor Representative]
    Title: Authorized Signatory
    
    Date: 2017-05-23T18:15:00Z
    ",contract,data/training_data/contracts_training.csv,2017_HPIPH_16514_2,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP",823595.0,works
"
    CONTRACT AGREEMENT
    
    TITLE: Cons of W T Plant in WSS Lagdhar Arthi Barnota in GP Lagdhar Tehs Sadar Distt Mandi HP. S H Demolition of old existing Sedimentation Tank and Slow Sand filter bed , C O Sedimentation Tank 6200 Liter Cap, C O Slow Sand Filter Bed 15.40 Sqm Cap, C O R
    CONTRACT ID: 2017_HPIPH_16517_1
    EFFECTIVE DATE: 2017-05-23T18:45:00Z
    
    PARTIES:
    This Agreement is made between:
    
    BUYER: HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP
    (hereinafter referred to as ""the Buyer"")
    
    AND
    
    CONTRACTOR: [Contractor Name]
    (hereinafter referred to as ""the Contractor"")
    
    ARTICLE I: RECITALS
    Cons of W T Plant in WSS Lagdhar Arthi Barnota in GP Lagdhar Tehs Sadar Distt Mandi HP. S H Demolition of old existing Sedimentation Tank and Slow Sand filter bed , C O Sedimentation Tank 6200 Liter Cap, C O Slow Sand Filter Bed 15.40 Sqm Cap, C O R
    
    ARTICLE II: TERM
    This Agreement shall be effective as of the date first written above
    and shall continue for a period of 4 years,
    unless terminated earlier in accordance with the provisions herein.
    
    ARTICLE III: COMPENSATION
    The total contract value shall not exceed $751,260.00
    payable in accordance with the payment schedule attached hereto as Exhibit A.
    
    ARTICLE IV: SCOPE OF WORK
    The Contractor shall perform all work in accordance with the
    works category and itemRate contract type.
    
    ARTICLE V: GOVERNING LAW
    This Agreement shall be governed by and construed in accordance
    with the laws of the applicable jurisdiction.
    
    IN WITNESS WHEREOF, the parties have executed this Agreement
    as of the Effective Date.
    
    FOR THE BUYER:
    ___________________________
    Name: HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP
    Title: Procurement Manager
    
    FOR THE CONTRACTOR:
    ___________________________
    Name: [Contractor Representative]
    Title: Authorized Signatory
    
    Date: 2017-05-23T18:45:00Z
    ",contract,data/training_data/contracts_training.csv,2017_HPIPH_16517_1,"HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Mandi,Irrigation and Public Health,HP",751260.0,works
"
    CONTRACT AGREEMENT
    
    TITLE: Providing LWSS to PC NC habitation CAP- 2003 to GP Polian Prohitan and GP Rapoh Misran in Tehsil Amb Distt Una HP
    CONTRACT ID: 2017_HPIPH_16736_1
    EFFECTIVE DATE: 2017-06-06T17:00:00Z
    
    PARTIES:
    This Agreement is made between:
    
    BUYER: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP
    (hereinafter referred to as ""the Buyer"")
    
    AND
    
    CONTRACTOR: [Contractor Name]
    (hereinafter referred to as ""the Contractor"")
    
    ARTICLE I: RECITALS
    Supply and Errection of centrifugal pumping machinery with allied accessories for Twell at Polian Prohitan and Rapoh Misran
    
    ARTICLE II: TERM
    This Agreement shall be effective as of the date first written above
    and shall continue for a period of 2 years,
    unless terminated earlier in accordance with the provisions herein.
    
    ARTICLE III: COMPENSATION
    The total contract value shall not exceed $1,046,250.00
    payable in accordance with the payment schedule attached hereto as Exhibit A.
    
    ARTICLE IV: SCOPE OF WORK
    The Contractor shall perform all work in accordance with the
    works category and itemRate contract type.
    
    ARTICLE V: GOVERNING LAW
    This Agreement shall be governed by and construed in accordance
    with the laws of the applicable jurisdiction.
    
    IN WITNESS WHEREOF, the parties have executed this Agreement
    as of the Effective Date.
    
    FOR THE BUYER:
    ___________________________
    Name: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP
    Title: Procurement Manager
    
    FOR THE CONTRACTOR:
    ___________________________
    Name: [Contractor Representative]
    Title: Authorized Signatory
    
    Date: 2017-06-06T17:00:00Z
    ",contract,data/training_data/contracts_training.csv,2017_HPIPH_16736_1,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP",1046250.0,works
"
    CONTRACT AGREEMENT
    
    TITLE: Providing LIS to village Order Purla in GP Dinger Kinner in Tehsil Pachhad Distt. Sirmour HP
    CONTRACT ID: 2017_HPIPH_16792_1
    EFFECTIVE DATE: 2017-06-08T16:30:00Z
    
    PARTIES:
    This Agreement is made between:
    
    BUYER: HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP
    (hereinafter referred to as ""the Buyer"")
    
    AND
    
    CONTRACTOR: [Contractor Name]
    (hereinafter referred to as ""the Contractor"")
    
    ARTICLE I: RECITALS
    C/O pump house cum attendant quarter, toilet cum bath room, sumpwell 1 No., Delivery tank 2 Nos., 6 Nos. out lets single acting, 1 No. out let double acting, Providing, Laying and Jointing of R/main API/MSERW/GMS pipe and Supply, errection and etc.
    
    ARTICLE II: TERM
    This Agreement shall be effective as of the date first written above
    and shall continue for a period of 2 years,
    unless terminated earlier in accordance with the provisions herein.
    
    ARTICLE III: COMPENSATION
    The total contract value shall not exceed $7,975,731.00
    payable in accordance with the payment schedule attached hereto as Exhibit A.
    
    ARTICLE IV: SCOPE OF WORK
    The Contractor shall perform all work in accordance with the
    works category and itemRate contract type.
    
    ARTICLE V: GOVERNING LAW
    This Agreement shall be governed by and construed in accordance
    with the laws of the applicable jurisdiction.
    
    IN WITNESS WHEREOF, the parties have executed this Agreement
    as of the Effective Date.
    
    FOR THE BUYER:
    ___________________________
    Name: HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP
    Title: Procurement Manager
    
    FOR THE CONTRACTOR:
    ___________________________
    Name: [Contractor Representative]
    Title: Authorized Signatory
    
    Date: 2017-06-08T16:30:00Z
    ",contract,data/training_data/contracts_training.csv,2017_HPIPH_16792_1,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Jawali,Irrigation and Public Health,HP",7975731.0,works
"
    CONTRACT AGREEMENT
    
    TITLE: IONAL HYDROLOGY PROJECT Shimla
    CONTRACT ID: 2017_HPIPH_16917_1
    EFFECTIVE DATE: 2017-06-19T18:00:00Z
    
    PARTIES:
    This Agreement is made between:
    
    BUYER: HP Irrigation and Public Health||WS and S Shimla Circle,Irrigation and Public Health,HP||HC and M Div,Irrigation and Public Health,HP
    (hereinafter referred to as ""the Buyer"")
    
    AND
    
    CONTRACTOR: [Contractor Name]
    (hereinafter referred to as ""the Contractor"")
    
    ARTICLE I: RECITALS
    IONAL HYDROLOGY PROJECT SH OPERATION MAINTENANCE AND WATER SAMPLE TESTING SERVICES AT THE LEVEL II LABORATORY LOCATED AT TUTIKANDI SHIMLA 4 IN DISTRICT SHIMLA HP UNDER HYDROLOGY SUB DIVISION SHIMLA FOR A PERIOD OF 24 MONTHS
    
    ARTICLE II: TERM
    This Agreement shall be effective as of the date first written above
    and shall continue for a period of 1 years,
    unless terminated earlier in accordance with the provisions herein.
    
    ARTICLE III: COMPENSATION
    The total contract value shall not exceed $2,277,361.00
    payable in accordance with the payment schedule attached hereto as Exhibit A.
    
    ARTICLE IV: SCOPE OF WORK
    The Contractor shall perform all work in accordance with the
    services category and itemRate contract type.
    
    ARTICLE V: GOVERNING LAW
    This Agreement shall be governed by and construed in accordance
    with the laws of the applicable jurisdiction.
    
    IN WITNESS WHEREOF, the parties have executed this Agreement
    as of the Effective Date.
    
    FOR THE BUYER:
    ___________________________
    Name: HP Irrigation and Public Health||WS and S Shimla Circle,Irrigation and Public Health,HP||HC and M Div,Irrigation and Public Health,HP
    Title: Procurement Manager
    
    FOR THE CONTRACTOR:
    ___________________________
    Name: [Contractor Representative]
    Title: Authorized Signatory
    
    Date: 2017-06-19T18:00:00Z
    ",contract,data/training_data/contracts_training.csv,2017_HPIPH_16917_1,"HP Irrigation and Public Health||WS and S Shimla Circle,Irrigation and Public Health,HP||HC and M Div,Irrigation and Public Health,HP",2277361.0,services
"
            INVOICE #INV-6761
            Date: 2016-11-11T16:30:00Z
            Due Date: 2023-01-30
            
            Bill To: Bus Stands Management and Development Authority
            
            Description: Services Rendered
            Amount: $1,180,778.30
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-4467
            Date: 2016-11-11T16:30:00Z
            Time: 18:37
            
            Payment Received From: Bus Stands Management and Development Authority
            Amount: $590,389.15
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-37349
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-8547
            Date: 2014-01-08T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $339,214.40
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-7380
            Date: 2014-01-08T18:00:00Z
            Time: 17:11
            
            Payment Received From: HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP
            Amount: $169,607.20
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-20368
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-2992
            Date: 2016-09-15T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $151,452.50
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-8269
            Date: 2016-09-15T17:00:00Z
            Time: 16:48
            
            Payment Received From: HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP
            Amount: $75,726.25
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-77922
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-5829
            Date: 2013-07-05T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $270,888.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-9171
            Date: 2013-07-05T17:00:00Z
            Time: 11:26
            
            Payment Received From: HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP
            Amount: $135,444.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-63919
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-8835
            Date: 2016-03-26T10:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $120,556.90
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-5646
            Date: 2016-03-26T10:00:00Z
            Time: 15:37
            
            Payment Received From: HP Irrigation and Public Health||Rohru Circle,Irrigation and Public Health,HP||Jubbal,Irrigation and Public Health,HP
            Amount: $60,278.45
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-37419
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4618
            Date: 2016-12-27T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Palampur,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $1,580,022.20
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-7668
            Date: 2016-12-27T17:00:00Z
            Time: 18:19
            
            Payment Received From: HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Palampur,Irrigation and Public Health,HP
            Amount: $790,011.10
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-45136
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-2690
            Date: 2016-03-09T13:30:00Z
            Due Date: 2023-01-30
            
            Bill To: Municipal Corporation Shimla||Road and Building - MC
            
            Description: Services Rendered
            Amount: $712,857.30
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-6541
            Date: 2016-03-09T13:30:00Z
            Time: 18:26
            
            Payment Received From: Municipal Corporation Shimla||Road and Building - MC
            Amount: $356,428.65
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-77012
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-2301
            Date: 2016-11-15T14:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $181,152.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-1501
            Date: 2016-11-15T14:00:00Z
            Time: 17:20
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            Amount: $90,576.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-18465
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4375
            Date: 2016-02-17T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: PWD
            
            Description: Services Rendered
            Amount: $377,087.80
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-1141
            Date: 2016-02-17T17:00:00Z
            Time: 12:42
            
            Payment Received From: PWD
            Amount: $188,543.90
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-25044
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-9580
            Date: 2016-05-18T09:00:00Z
            Due Date: 2023-01-30
            
            Bill To: PWD
            
            Description: Services Rendered
            Amount: $636,725.80
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-9933
            Date: 2016-05-18T09:00:00Z
            Time: 17:27
            
            Payment Received From: PWD
            Amount: $318,362.90
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-50021
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-1771
            Date: 2016-09-19T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: PWD
            
            Description: Services Rendered
            Amount: $449,387.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-3826
            Date: 2016-09-19T17:00:00Z
            Time: 13:38
            
            Payment Received From: PWD
            Amount: $224,693.50
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-64698
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-1222
            Date: 2016-05-07T13:20:00Z
            Due Date: 2023-01-30
            
            Bill To: PWD
            
            Description: Services Rendered
            Amount: $511,741.80
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-8184
            Date: 2016-05-07T13:20:00Z
            Time: 13:17
            
            Payment Received From: PWD
            Amount: $255,870.90
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-19163
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-1588
            Date: 2016-12-12T15:00:00Z
            Due Date: 2023-01-30
            
            Bill To: PWD
            
            Description: Services Rendered
            Amount: $209,222.70
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-9272
            Date: 2016-12-12T15:00:00Z
            Time: 18:53
            
            Payment Received From: PWD
            Amount: $104,611.35
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-84603
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-5063
            Date: 2017-03-02T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP State Forest Development Corporation||Director North ,FDC,HP||DM,Sundernagar,Director North,FDC,HP
            
            Description: Services Rendered
            Amount: $157,902.90
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-1669
            Date: 2017-03-02T18:00:00Z
            Time: 17:52
            
            Payment Received From: HP State Forest Development Corporation||Director North ,FDC,HP||DM,Sundernagar,Director North,FDC,HP
            Amount: $78,951.45
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-34743
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-6893
            Date: 2017-05-25T11:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Aquaculture Fisheries and Marketing Society||Chief Executive Officer-HAFMS||Deputy Director Fisheries-HQ-HAFMS||Project Engineer-HAFMS
            
            Description: Services Rendered
            Amount: $633,699.50
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-4425
            Date: 2017-05-25T11:00:00Z
            Time: 14:29
            
            Payment Received From: HP Aquaculture Fisheries and Marketing Society||Chief Executive Officer-HAFMS||Deputy Director Fisheries-HQ-HAFMS||Project Engineer-HAFMS
            Amount: $316,849.75
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-70240
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-9481
            Date: 2017-09-07T12:00:00Z
            Due Date: 2023-01-30
            
            Bill To: Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA
            
            Description: Services Rendered
            Amount: $1,540,876.70
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-1475
            Date: 2017-09-07T12:00:00Z
            Time: 15:15
            
            Payment Received From: Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA
            Amount: $770,438.35
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-56093
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-9999
            Date: 2017-09-04T10:30:00Z
            Due Date: 2023-01-30
            
            Bill To: Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA
            
            Description: Services Rendered
            Amount: $881,526.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-2940
            Date: 2017-09-04T10:30:00Z
            Time: 13:33
            
            Payment Received From: Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA
            Amount: $440,763.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-84341
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-6115
            Date: 2017-09-08T12:30:00Z
            Due Date: 2023-01-30
            
            Bill To: Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA
            
            Description: Services Rendered
            Amount: $2,279,143.90
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-1895
            Date: 2017-09-08T12:30:00Z
            Time: 17:11
            
            Payment Received From: Himachal Urban Development Authority||Supdt. Engineer (S),HIMUDA
            Amount: $1,139,571.95
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-81993
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4539
            Date: 2017-04-22T14:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP State Civil Supplies Corporation Limited
            
            Description: Services Rendered
            Amount: $0.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-8382
            Date: 2017-04-22T14:00:00Z
            Time: 16:41
            
            Payment Received From: HP State Civil Supplies Corporation Limited
            Amount: $0.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-89010
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-6999
            Date: 2017-04-18T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Agriculture Marketing Board
            
            Description: Services Rendered
            Amount: $67,363.80
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-2929
            Date: 2017-04-18T18:00:00Z
            Time: 16:32
            
            Payment Received From: HP Agriculture Marketing Board
            Amount: $33,681.90
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-43015
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-1478
            Date: 2017-01-28T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $114,727.70
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-2745
            Date: 2017-01-28T18:00:00Z
            Time: 11:52
            
            Payment Received From: HP Irrigation and Public Health||S Nagar Circle,Irrigation and Public Health,HP||Baggi,Irrigation and Public Health,HP
            Amount: $57,363.85
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-22936
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-9513
            Date: 2017-04-03T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Agriculture Marketing Board
            
            Description: Services Rendered
            Amount: $33,134.60
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-4477
            Date: 2017-04-03T18:00:00Z
            Time: 13:24
            
            Payment Received From: HP Agriculture Marketing Board
            Amount: $16,567.30
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-25709
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-4442
            Date: 2017-03-27T15:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $828,277.50
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-8224
            Date: 2017-03-27T15:00:00Z
            Time: 14:59
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            Amount: $414,138.75
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-34454
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-3019
            Date: 2017-04-22T18:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $214,012.80
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-4808
            Date: 2017-04-22T18:00:00Z
            Time: 11:51
            
            Payment Received From: HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Kullu -1,Irrigation and Public Health,HP
            Amount: $107,006.40
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-60873
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-7463
            Date: 2017-05-27T10:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $128,250.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-6527
            Date: 2017-05-27T10:00:00Z
            Time: 14:35
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP
            Amount: $64,125.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-18986
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-7767
            Date: 2017-05-30T16:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $980,000.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-3373
            Date: 2017-05-30T16:00:00Z
            Time: 15:59
            
            Payment Received From: HP Irrigation and Public Health||Rekongpeo Circle,Irrigation and Public Health,HP
            Amount: $490,000.00
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-92274
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-8671
            Date: 2017-05-25T17:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $493,625.00
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
"
            RECEIPT #RCPT-9792
            Date: 2017-05-25T17:00:00Z
            Time: 16:56
            
            Payment Received From: HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dehra,Irrigation and Public Health,HP
            Amount: $246,812.50
            
            Payment Method: Bank Transfer
            Transaction ID: TXN-72255
            
            Thank you for your payment!
            ",receipt,,,,,
"
            INVOICE #INV-2411
            Date: 2017-06-08T10:00:00Z
            Due Date: 2023-01-30
            
            Bill To: HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-I,Irrigation and Public Health,HP
            
            Description: Services Rendered
            Amount: $225,078.10
            
            Terms: Net 30
            Please make payment by the due date.
            ",invoice,,,,,
