_link,id,tag,date,ocid,initiationType,award_date,buyer_id,buyer_name,tender_id,tender_datePublished,tender_title,tender_procurementMethod,tender_process,tender_mainProcurementCategory,tender_numberOfTenderers,tender_externalReference,tender_allowPreferentialBidder,tender_description,tender_contractType,tender_allowTwoStageBid,tender_value_amount,tender_bidOpening_address_streetAddress,tender_evaluation_generalTechnicalEvaluationAllowed,tender_evaluation_itemWiseTechnicalEvaluationAllowed,tender_awardPeriod_startDate,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_tenderPeriod_durationInDays,tender_contractPeriod_durationInDays,tender_procuringEntity_id,tender_procuringEntity_name,tender_ documentAvailabilityPeriod_endDate,tender_ documentAvailabilityPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,tender_classification_id,tender_classification_scheme,tender_classification_description,tender_value_currency
9.137,ocds-kjhdrl-2018_HPIPH_25494_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_HPIPH_25494_1,tender,2019-05-31T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2018_HPIPH_25494_1,2018-12-21T16:00:00Z,Improvement and extension of WSS Gharoh Ghar Sair Noura.,limited,Tender,works,2,Job No.-3 Shahpur letter No. 11320-69 dated 21-12-,No,"C/O RCC main storage tank of 85000 ltrs cap at Node No.2 with dome slab, 25000 ltrs at node No.27, 25000 ltrs cap. At Node No. 55 and 50000 ltrs cap at Node No. 129",itemRate,No,822922,Shahpur,No,No,2019-01-08T11:30:00Z,2019-01-08T11:00:00Z,2018-12-21T16:00:00Z,120,180,HPIPH_2000,Executive Engineer,2019-01-08T11:00:00Z,2018-12-21T16:00:00Z,2019-01-08T11:00:00Z,2018-12-21T16:00:00Z,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
9.138,ocds-kjhdrl-2018_MC_20116_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_20116_3,tender,2018-10-03T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2018_MC_20116_3,2018-03-14T17:00:00Z,Construction Car parking at Annand Bhawan Comely Bank in ward No 3 Under AMRUT,limited,Tender,works,8,407dated17022018,No,Construction Car parking at Annand Bhawan Comely Bank in ward No 3 Under AMRUT,itemRate,No,3280000,MC Shimla,No,No,2018-03-28T11:00:00Z,2018-03-28T10:30:00Z,2018-03-14T17:00:00Z,120,120,MC_2000,Executive Engineer,2018-03-28T10:30:00Z,2018-03-14T17:00:00Z,,,,,,
9.139,ocds-kjhdrl-2018_MC_20116_9-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_20116_9,tender,2018-10-03T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2018_MC_20116_9,2018-03-14T17:00:00Z,Construction of car parking opposite Rani ground Kasumpti Shimla in ward No 27 Under AMRUT,limited,Tender,works,8,407dated17022018,No,Construction of car parking opposite Rani ground Kasumpti Shimla in ward No 27 Under AMRUT,itemRate,No,1230000,MC Shimla,No,No,2018-03-28T11:00:00Z,2018-03-28T10:30:00Z,2018-03-14T17:00:00Z,120,120,MC_2000,EE RB MC Shimla,2018-03-28T10:30:00Z,2018-03-14T17:00:00Z,,,,,,
9.140,ocds-kjhdrl-2018_MC_22507_8-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_22507_8,tender,2018-08-31T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2018_MC_22507_8,2018-07-26T11:00:00Z,Construction of ambulance road from Cart road MC Nallah Parking to Bothwell,limited,Tender,works,2,1592Dated19062018,No,Construction of ambulance road from Cart road MC Nallah Parking to Bothwell,itemRate,No,575852,MC Shimla,No,No,2018-08-03T11:00:00Z,2018-08-03T10:30:00Z,2018-07-26T11:00:00Z,120,120,MC_2000,EE RB MC Shimla,2018-08-03T10:30:00Z,2018-07-26T11:00:00Z,,,,,,
9.141,ocds-kjhdrl-2018_MC_23629_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_23629_1,tender,2018-12-06T00:00:00Z,MC_2000,Municipal Corporation Shimla,2018_MC_23629_1,2018-09-18T18:00:00Z,"Replacement of existing horizontal multi-stage centrifugal Ring Section Non-API Pump set-1No (pump make-KSB pump) with new pump set for Old Gumma, in irrigation and public health (IPH) Dept at Shimla.",limited,Tender,works,4,1139-51,No,"Replacement of existing horizontal multi-stage centrifugal Ring Section Non-API Pump set-1No (pump make-KSB pump) with new pump set for Old Gumma, in irrigation and public health (IPH) Dept at Shimla.",itemRate,No,3450000,Shimla,No,No,2018-09-28T11:30:00Z,2018-09-28T11:00:00Z,2018-09-18T18:00:00Z,120,180,MC_2000,EEWSPDMCSHIMLA,2018-09-28T11:00:00Z,2018-09-18T18:00:00Z,2018-09-28T11:00:00Z,2018-09-18T18:00:00Z,6.4,SDGTarget,"By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity",
9.142,ocds-kjhdrl-2018_MC_25507_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_MC_25507_1,tender,2019-03-25T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2018_MC_25507_1,2018-12-21T17:00:00Z,Construction of parking opposite to Shiv Mandir Ruldu Bhatta under AMRUT,limited,Tender,works,5,4220Dated29112018,No,Construction of parking opposite to Shiv Mandir Ruldu Bhatta under AMRUT,itemRate,No,1526500,MC Shimla,No,No,2019-01-07T11:00:00Z,2019-01-07T10:30:00Z,2018-12-21T17:00:00Z,120,120,MC_2000,Executive Engineer RB MC Shimla,2019-01-07T10:30:00Z,2018-12-21T17:00:00Z,,,,,,
9.143,ocds-kjhdrl-2018_PWD_19024_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19024_1,tender,2019-04-18T00:00:00Z,PWD_2000,PWD,2018_PWD_19024_1,2018-01-05T12:00:00Z,Periodic Maintenance of Upgradation of Draman Lambagaon (Portion Panchrukhi Lambagaon road) Km 13/0 to 22/0,limited,Tender,works,3,PWD-BD-Tender-17-18/11688-725,No,"Providing and Laying Built up spray grout single layer, tack coat and 25 mm thick bituminous concrete with paver finisher in km. 15/0 to 19/0",itemRate,No,2618941,Executive Engineer HPPWD Division Baijh,No,No,2018-01-22T11:00:00Z,2018-01-22T10:30:00Z,2018-01-05T18:00:00Z,90,60,PWD_2000,Executive Engineer HPPWD Division Baijh,2018-01-22T10:30:00Z,2018-01-05T12:00:00Z,,,,,,
9.144,ocds-kjhdrl-2018_PWD_18993_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_18993_1,tender,2019-04-10T00:00:00Z,PWD_2000,PWD,2018_PWD_18993_1,2018-01-03T11:00:00Z,Periodic maintenance of Baroh to Bari road km. 0/0 to 1/00 and Bharmar Sidhpurghar road km. 0/0 to 2/435 Package No. HP-04-14,limited,Tender,works,2,PWJ/CB/TENDER/17-13874-13904 Dt 22-12-2017,No,(I) Periodic maintenance of Baroh to Bari road Providing and laying 25mm thick bitumenous concrete in km. 0/500 to 1/0 (ii) Bharmar Sidhpurghar road Providing and laying 25mm thick bitumenous concrete in km. 0/0 to 0/300,itemRate,No,614685,HPPWD DIVISION JAWALI,No,No,2018-01-27T11:30:00Z,2018-01-27T10:00:00Z,2018-01-03T11:00:00Z,120,60,PWD_2000,EXECUTIVE ENGINEER,2018-01-27T10:00:00Z,2018-01-03T11:00:00Z,,,,,,
9.145,ocds-kjhdrl-2018_PWD_19023_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19023_1,tender,2019-04-18T00:00:00Z,PWD_2000,PWD,2018_PWD_19023_1,2018-01-05T12:00:00Z,Periodic Maintenance of Kosri Dhupkiara Road Km 0/0 to 6/0,limited,Tender,works,3,PWD-BD-Tender-17-18/11688-725,No,"Providing and Laying Built up spray grout single layer, tack coat and 25 mm thick bituminous concrete with paver finisher in km. 3/0 to 5/0",itemRate,No,1309507,Executive Engineer HPPWD Division Baijh,No,No,2018-01-22T11:00:00Z,2018-01-22T10:30:00Z,2018-01-05T18:00:00Z,90,60,PWD_2000,Executive Engineer HPPWD Division Baijh,2018-01-22T10:30:00Z,2018-01-05T12:00:00Z,,,,,,
9.146,ocds-kjhdrl-2018_PWD_19142_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19142_1,tender,2018-03-19T00:00:00Z,PWD_2000,PWD,2018_PWD_19142_1,2018-01-12T16:00:00Z,Construction of Govt Sen Sec School at Tanhear in Tehsil Sarkaghat Distt Mandi,limited,Tender,works,2,20077-79 dt 26.12.2017,No,Construction of Additional Accommodation 02 Nos Rooms,itemRate,No,1816835,Dharampur,No,No,2018-01-24T11:30:00Z,2018-01-24T11:00:00Z,2018-01-12T16:05:00Z,120,180,PWD_2000,Executive Engineer,2018-01-24T11:00:00Z,2018-01-12T16:05:00Z,,,,,,
9.147,ocds-kjhdrl-2018_PWD_19182_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19182_1,tender,2018-07-26T00:00:00Z,PWD_2000,PWD,2018_PWD_19182_1,2018-01-17T14:00:00Z,"Construction of link road from Peo Khawangi to NH-22 Km. 0/00 to 3/600 (under NABARD), RIDF XXII.",limited,Rate Contract,works,4,PW-KNR-E-Tender-17-18-11767-90 dt. 01-01-2018,No,"Construction of link road from Peo Khawangi to NH-22 Km. 0/00 to 3/600 (under NABARD), RIDF XXII. (SH 5/7 mtr. wide formation cutting, R/wall, B/wall, X-drainage work i/c P/L Kharanja soling, Katcha drain, Sign board, Dumping structure and parapets",itemRate,No,14250239,HPPWD Division Kalpa,No,No,2018-02-02T11:30:00Z,2018-01-31T17:30:00Z,2018-01-17T14:00:00Z,120,540,PWD_2000,E.E. HPPWD Division Kalpa,2018-01-31T17:30:00Z,2018-01-17T14:00:00Z,,,,,,
9.148,ocds-kjhdrl-2018_PWD_19207_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19207_2,tender,2018-04-27T00:00:00Z,PWD_2000,PWD,2018_PWD_19207_2,2018-01-17T13:00:00Z,Periodical renewal to Khodri Majri Permanand road km 0/0 to 0/780,limited,Tender,works,9,PWP/CB/tender/017-7691-7740 dt. 10-1-18,No,SH P/L wearing for repair of pot holes and 2 cm thick premix carpet surfacing in km 0/0 to 0/780) under release of financial incentive to the eligible States under Pradhan Mantri Gram Sadak Yojana (PMGSY) for the year 2017-18,itemRate,No,762242,EE PWD Paonta Sahib,No,No,2018-02-06T11:30:00Z,2018-02-05T17:00:00Z,2018-01-17T14:00:00Z,120,60,PWD_2000,EE PWD Paonta Sahib,2018-02-05T17:00:00Z,2018-01-17T13:30:00Z,,,,,,
9.149,ocds-kjhdrl-2018_PWD_19300_9-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19300_9,tender,2019-04-18T00:00:00Z,PWD_2000,PWD,2018_PWD_19300_9,2018-01-22T16:30:00Z,Construction of link road to village Agron Km 0/0 to 2/0 (SH Providing and laying W M B Grade-III (50mm to 22.4mm) in KM 0/0 to 1/600).,limited,Tender,works,7,9075-9174 dated 16-1-18,No,Construction of link road to village Agron Km 0/0 to 2/0 (SH Providing and laying W M B Grade-III (50mm to 22.4mm) in KM 0/0 to 1/600).,itemRate,No,381170,EE PWD Shillai,No,No,2018-02-16T11:30:00Z,2018-02-15T17:00:00Z,2018-01-23T15:00:00Z,90,60,PWD_2000,EE PWD Shillai,2018-02-15T17:00:00Z,2018-01-23T15:00:00Z,,,,,,
9.150,ocds-kjhdrl-2018_PWD_19368_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19368_1,tender,2018-07-30T00:00:00Z,PWD_2000,PWD,2018_PWD_19368_1,2018-02-02T17:00:00Z,"Beautification development of Jakhoo temple complex at Jakhoo Shimla. SH-P L stone slabs (Tangnu near Chirgaon, Chopal), Slate Chamba and Mandana Red stone flooring and P F MS railing etc. in Court yard temple Phase-I)",limited,Tender,works,4,SD-III-CB-TENDER/2017-18-23795 Dated 18-01-2018,No,"Beautification development of Jakhoo temple complex at Jakhoo Shimla. SH-P L stone slabs (Tangnu near Chirgaon, Chopal), Slate Chamba and Mandana Red stone flooring and P F MS railing etc. in Court yard temple Phase-I)",itemRate,No,2070468,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",No,No,2018-02-16T11:00:00Z,2018-02-16T10:30:00Z,2018-02-02T17:00:00Z,120,60,PWD_2000,"E. E. SHIMLA DIVISION NO. III, HPPWD, Shimla-3",2018-02-16T10:30:00Z,2018-02-02T17:00:00Z,,,,,,
9.151,ocds-kjhdrl-2018_PWD_19300_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19300_5,tender,2019-04-18T00:00:00Z,PWD_2000,PWD,2018_PWD_19300_5,2018-01-22T16:00:00Z,Construction of Shahid Kalyan Singh marg km 0/0 to 2/800,limited,Tender,works,15,9075-9174 dated 16-1-18,No,"Removal of formation deficiencies in km 0/0 to 2/800 and providing and laying CD works at various RDs 0/630, 1/900, 2/015, 2/435 and 2/645 in km 0/0 to 2/800)",itemRate,No,1412189,EE PWD Shillai,No,No,2018-02-16T11:30:00Z,2018-02-15T17:00:00Z,2018-01-23T15:00:00Z,90,90,PWD_2000,EE PWD Shillai,2018-02-15T17:00:00Z,2018-01-23T15:00:00Z,,,,,,
9.152,ocds-kjhdrl-2018_PWD_19304_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19304_1,tender,2018-12-26T00:00:00Z,PWD_2000,PWD,2018_PWD_19304_1,2018-01-23T10:00:00Z,Construction Rest House at Bahaderpur Distt. Bilaspur (HP) (SH- C/o Dormitory and Chowkidar quater including Water Supply and Sanitary installation etc.),limited,Tender,works,3,PW-NBT/CB/Tender/2017/12357-62 dt 21.12.2017,No,Construction Rest House at Bahaderpur Distt. Bilaspur (HP) (SH- C/o Dormitory and Chowkidar quater including Water Supply and Sanitary installation etc.),itemRate,No,1540169,EE Bilaspur Division No. 2 HPPWD Bilaspur,No,No,2018-02-01T11:30:00Z,2018-02-01T10:30:00Z,2018-01-23T10:00:00Z,90,365,PWD_2000,EE Bilaspur Division No. 2 HPPWD Bilaspur,2018-02-01T10:30:00Z,2018-01-23T10:00:00Z,,,,,,
9.153,ocds-kjhdrl-2018_PWD_19347_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19347_1,tender,2019-04-30T00:00:00Z,PWD_2000,PWD,2018_PWD_19347_1,2018-01-27T10:00:00Z,c/o health Sub Centre Building at Rampur Tehsil Kasauli Distt Solan HP,limited,Tender,works,6,no/PW/Ksli/CB/NIT/18 13020 35 dt 16/1/18,No,Construction of health sub Centre building at Rampur Tehsil Kasauli Distt solan HP SH Civil Work thereof Deposit work,itemRate,No,1406598,Kasauli,No,No,2018-02-19T11:00:00Z,2018-02-16T16:00:00Z,2018-01-27T11:00:00Z,90,360,PWD_2000,EE Kasauli Division,2018-02-16T16:00:00Z,2018-01-27T11:00:00Z,,,3.8,SDGTarget,"Achieve universal health coverage, including financial risk protection, access to quality essential health-care services and access to safe, effective, quality and affordable essential medicines and vaccines for all",
9.154,ocds-kjhdrl-2018_PWD_19400_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19400_1,tender,2019-03-02T00:00:00Z,PWD_2000,PWD,2018_PWD_19400_1,2018-02-01T10:30:00Z,"Construction of ITI Building at Karsog Tehsil Karsog Distt. Mandi HP (SHSite Development Co Civil works, W/S SI and rain water harvesting Tank)",limited,Rate Contract,works,3,PW-KSG-E-TN/17/189946-51,No,"Construction of ITI Building at Karsog Tehsil Karsog Distt. Mandi HP (SHSite Development Co Civil works, W/S SI and rain water harvesting Tank)",itemWise,No,43122086,EE KARSOG,No,No,2018-02-09T12:00:00Z,2018-02-07T10:00:00Z,2018-02-01T10:30:00Z,120,730,PWD_2000,EE KARSOG,2018-02-07T10:00:00Z,2018-02-01T10:30:00Z,,,,,,INR
9.155,ocds-kjhdrl-2018_PWD_19450_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19450_1,tender,2019-05-22T00:00:00Z,PWD_2000,PWD,2018_PWD_19450_1,2018-02-05T18:00:00Z,C/O link road from Chabutra to Ree via Louhal Km. 0/0 to 2/075C/O Cross drainage at RD. 1/650 to 1/890,limited,Tender,works,14,C/O link road from Chabutra to Ree via Louhal Km.,No,Retaining wall at RD. 2/015 to 2/045cement concrete pavement at RD. 0/985 to 1/040 /O retaining wall attached to cement concrete pavement at RD. 0/985 to 1/040 Providing and laying soling G-I at RD. 1/420 to 2/075,itemRate,No,1349329,Hamirpur,No,No,2018-02-20T15:00:00Z,2018-02-20T10:30:00Z,2018-02-05T18:00:00Z,120,90,PWD_2000,EEHamirpur,2018-02-20T10:30:00Z,2018-02-05T18:00:00Z,,,,,,INR
9.156,ocds-kjhdrl-2018_PWD_19533_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19533_1,tender,2019-02-28T00:00:00Z,PWD_2000,PWD,2018_PWD_19533_1,2018-02-15T11:00:00Z,Const and MT of road from Harizan Basti Barnoh to Dangoli via Abadi Rajputan Jattan and Mohalla Saud km 0 to 5880 under NABARD,limited,Tender,works,5,11423-33 dated 30.01.2018,No,"Formation cutting ,C/o Retaining wall,Cross Drainage work,P/L GSB,WMM and premix carpet surfacing with seal coat in km.0/0 to 5/880",itemWise,No,29685254,Office of Executive Engineer HPPWD Bangana,No,No,2018-02-26T11:30:00Z,2018-02-24T17:00:00Z,2018-02-15T11:30:00Z,120,540,PWD_2000,Executive Engineer HPPWD Bangana,2018-02-24T17:00:00Z,2018-02-15T11:30:00Z,,,,,,
9.157,ocds-kjhdrl-2018_PWD_19654_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19654_3,tender,2019-01-03T00:00:00Z,PWD_2000,PWD,2018_PWD_19654_3,2018-02-22T10:00:00Z,Construction of Retaining wall on Pukhri Masroond road K.M. 0/0 to 9/420,limited,Tender,works,2,EE Salooni Letter No. 16413-16512 dated 15-02-2018,No,Construction of PCC Retaining wall at R.D. 0/300 to 0/315,itemRate,No,224308,Executive Engineer Salooni Division HPPWD Salooni,No,No,2018-03-15T11:30:00Z,2018-03-15T11:00:00Z,2018-02-22T10:00:00Z,120,60,PWD_2000,Executive Engineer,2018-03-15T11:00:00Z,2018-02-22T10:00:00Z,,,,,,
9.158,ocds-kjhdrl-2018_PWD_19648_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19648_2,tender,2019-04-09T00:00:00Z,PWD_2000,PWD,2018_PWD_19648_2,2018-02-21T18:30:00Z,"Annual Maintenance of Chamba Khajjiar road Km. 4/0 to 5/0,5/0 to 6/0,6/0 to 7/0,9/0 to 10/0,10/0 to 11/0,11/0 to 12/0 P/L Bitumenous concrete",limited,Tender,works,3,No.PWC-WA-Contt./17315-414 dated 7.2.2018,No,"Annual Maintenance of Chamba Khajjiar road Km. 4/0 to 5/0,5/0 to 6/0,6/0 to 7/0,9/0 to 10/0,10/0 to 11/0,11/0 to 12/0 P/L Bitumenous concrete",itemRate,No,5318820,"Executive Engineer,Chamba Division HPPWD.,Chamba",No,No,2018-03-12T11:30:00Z,2018-03-12T11:00:00Z,2018-02-21T18:30:00Z,120,60,PWD_2000,"Executive Engineer,Chamba Division HPPWD.,Chamba",2018-03-12T11:00:00Z,2018-02-21T18:30:00Z,,,,,,
9.159,ocds-kjhdrl-2018_PWD_19665_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19665_1,tender,2019-04-09T00:00:00Z,PWD_2000,PWD,2018_PWD_19665_1,2018-02-22T16:55:00Z,Construction of 2 Nos. Type-III and 3 Nos. Type-II Residential Quarters for officer/officials of Prosecution Department at Chamba,limited,Tender,works,4,No.PWC-WA-Contt.17894-993 dated 13.2.18,No,Construction of 2 Nos. Type-III and 3 Nos. Type-II Residential Quarters for officer/officials of Prosecution Department at Chamba,itemRate,No,4003859,"Executive Engineer,Chamba Division HPPWD.,Chamba",No,No,2018-03-15T11:30:00Z,2018-03-15T11:00:00Z,2018-02-22T16:55:00Z,120,540,PWD_2000,"Executive Engineer,Chamba Division HPPWD.,Chamba",2018-03-15T11:00:00Z,2018-02-22T16:55:00Z,,,,,,
9.160,ocds-kjhdrl-2018_PWD_19740_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19740_1,tender,2018-10-17T00:00:00Z,PWD_2000,PWD,2018_PWD_19740_1,2018-03-06T18:00:00Z,Annual surfacing on Kufri chail road km 0/00 to 25/00 (MDR),limited,Tender,works,1,SD-I-Tender-17-18-20696-720 dt 20-2-2018,No,Annual surfacing with Bitumen concrete 25mm thick in km 0/00 to 6/00 and 17/390 to 20/00)(Under AMP 2018 19),itemRate,No,9351034,Executive Engineer Division No-I HPPWD Shimla-3,No,No,2018-03-20T11:00:00Z,2018-03-19T16:00:00Z,2018-03-06T18:00:00Z,120,60,PWD_2000,Executive Engineer Division No-I HPPWD Shimla-3,2018-03-19T16:00:00Z,2018-03-06T18:00:00Z,,,,,,
9.161,ocds-kjhdrl-2018_PWD_19740_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19740_3,tender,2018-05-03T00:00:00Z,PWD_2000,PWD,2018_PWD_19740_3,2018-03-06T18:00:00Z,Annual surfacing Elysium to Devidhar road SH- Annual surfacing with Bitumen concrete 25mm thick in km 4/00 to 6/00 (ii) Annual surfacing on Bharari to Bhont road Annual surfacing with Bitumen concrete 25mm thick in km 0/00 to 1/840,limited,Tender,works,6,SD-I-Tender-17-18-20696-720 dt 20-2-2018,No,Annual surfacing on Khalini Vihar road Annual surfacing with Bitumen concrete 25mm thick in km 0/00 to 2/250,itemRate,No,5293800,Executive Engineer Division No-I HPPWD Shimla-3,No,No,2018-03-20T11:00:00Z,2018-03-19T16:00:00Z,2018-03-06T18:00:00Z,120,60,PWD_2000,Executive Engineer Division No-I HPPWD Shimla-3,2018-03-19T16:00:00Z,2018-03-06T18:00:00Z,,,,,,
9.162,ocds-kjhdrl-2018_PWD_19791_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19791_1,tender,2018-04-25T00:00:00Z,PWD_2000,PWD,2018_PWD_19791_1,2018-02-28T17:00:00Z,A.M.P for the year 2018-19 on Ganpati Ki road DRRP No. HP0805MRL007,limited,Tender,works,2,AMP GANPATI KI ROAD,No,Providing and Laying Bituminous Concrete in km 1/0 to 3/0) PMGSY.,itemRate,No,1708889,EE MANDI DIVISION NO-II HPPWD MANDI,No,No,2018-03-07T11:30:00Z,2018-03-07T10:00:00Z,2018-02-28T17:00:00Z,120,31,PWD_2000,EE MANDI DIVISION NO-II HPPWD MANDI,2018-03-07T10:00:00Z,2018-02-28T17:00:00Z,,,,,,
9.163,ocds-kjhdrl-2018_PWD_19818_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19818_1,tender,2019-02-06T00:00:00Z,PWD_2000,PWD,2018_PWD_19818_1,2018-02-28T16:15:00Z,Providing periodical maintenance of various roads by paver in NBT Changer Sector,limited,Tender,works,1,PW-BLP1-CB-e-proc/17-19903-45 dt 6.2.18,No,Providing periodical maintenance of various roads by paver in NBT Changer Sector,itemRate,No,2504553,"Division No.1, HPPWD Bilaspur.",No,No,2018-03-12T11:00:00Z,2018-03-12T10:30:00Z,2018-02-28T16:20:00Z,120,60,PWD_2000,Executive Engineer,2018-03-12T10:30:00Z,2018-02-28T16:20:00Z,,,,,,
9.164,ocds-kjhdrl-2018_PWD_19844_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19844_5,tender,2019-06-19T00:00:00Z,PWD_2000,PWD,2018_PWD_19844_5,2018-03-01T16:30:00Z,Periodical renewal on Paonta Puruwala road (SH Providing and laying 25 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 0/0 to 1/0 ) under AMP for the year 2018-19,limited,Tender,works,2,9360-9410 dt 22-2-2018,No,Periodical renewal on Paonta Puruwala road (SH Providing and laying 25 mm thick compacted bituminous concrete including repair of pot holes and profile correction in km 0/0 to 1/0 ) under AMP for the year 2018-19,itemRate,No,1904815,EE PWD Paonta Sahib,No,No,2018-03-22T11:30:00Z,2018-03-21T17:00:00Z,2018-03-01T17:00:00Z,90,90,PWD_2000,EE PWD Paonta Sahib,2018-03-21T17:00:00Z,2018-03-01T17:00:00Z,,,,,,
9.165,ocds-kjhdrl-2018_PWD_19917_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19917_1,tender,2019-04-10T00:00:00Z,PWD_2000,PWD,2018_PWD_19917_1,2018-03-05T10:30:00Z,AMP on Patta Balet road,limited,Tender,works,2,AMP on Patta Balet road,No,P/L BC 25mm thick in km. 0/0 to 1/600,itemRate,No,1139643,Barsar,No,No,2018-03-17T11:30:00Z,2018-03-17T10:30:00Z,2018-03-05T10:30:00Z,120,60,PWD_2000,Executive Engineer,2018-03-17T10:30:00Z,2018-03-05T10:30:00Z,,,,,,
9.166,ocds-kjhdrl-2018_PWD_19997_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2018_PWD_19997_2,tender,2019-04-23T00:00:00Z,PWD_2000,PWD,2018_PWD_19997_2,2018-03-07T13:00:00Z,Providing Periodical Maintenance to Following Link Roads under Hatkoti Sub Division AMP 2018-19 (PMGSY),limited,Tender,works,1,PW.JD/E-Tender/2017-18-15112 -14 Dt.19.2.18,No,(1)Anti Subhar Road Km 4/0 to 6/0 (II) Annu Shillar Road Km 7/0 to 9/0 (SHProviding Renewal Coat with 25mm thick Bitumenious Concrete),itemRate,No,2977295,Jubbal,No,No,2018-03-17T11:00:00Z,2018-03-16T18:00:00Z,2018-03-07T13:00:00Z,120,60,PWD_2000,Executive Engineer Jubbal,2018-03-16T18:00:00Z,2018-03-07T13:00:00Z,,,,,,
